	All non-resistance exons_X	All non-resistance exons_Y	All countries, resistance exons_X	All countries, resistance exons_Y	chromosome 1, non-resistance exons_X	chromosome 1, non-resistance exons_Y	chromosome 2, non-resistance exons_X	chromosome 2, non-resistance exons_Y	chromosome 3, non-resistance exons_X	chromosome 3, non-resistance exons_Y	cox1 gene_X	cox1 gene_Y
SRR11006650	5.6629114	3.1394656	6.5034494	5.682222	10.610926	5.122612	12.241342	4.983287	11.180093	10.11872	-5.3288527	4.133698
SRR11006651	6.4477086	3.8557742	6.520314	5.3779163	10.3160715	5.0263906	10.0132475	5.701579	12.176203	9.4276495	-10.304637	1.5830816
SRR11006652	5.726188	3.4526203	6.9185476	5.373144	9.9022	5.133383	12.0499325	4.9747405	11.627368	10.222706	17.46519	5.2046924
SRR11006653	6.1700644	3.4188488	6.5841455	5.6327195	10.3590355	4.4853625	13.61776	5.58693	11.347131	8.868621	-10.217035	1.9314113
SRR11006654	6.093169	3.6037202	6.101858	6.1000867	10.544387	4.659323	13.616328	5.6144037	12.128725	9.314967	17.46519	5.2046924
SRR11006655	6.3313203	3.3068907	6.1242895	5.9633746	10.878797	5.05111	13.703315	5.39875	11.466127	10.426125	-9.107729	2.742642
SRR11006656	6.0652156	3.3959541	6.6707597	5.283295	10.546539	4.5991435	13.419684	6.152078	11.754972	9.272594	-10.503915	1.1639599
SRR11006657	5.6017356	3.6942759	7.066232	5.5793595	10.145045	5.8029656	13.717602	5.8618174	11.473113	9.608662	-10.61406	1.5029206
SRR11006658	5.824364	4.1145487	6.0931973	5.5296016	10.260947	5.423317	13.551175	4.883436	11.507974	9.698011	-9.15459	2.7375937
SRR11006659	6.1593323	3.6155837	6.4597197	5.133246	10.514952	4.348998	13.357421	5.5977254	11.583178	10.264293	-10.181979	2.5557117
SRR11006660	1.8593165	2.8191307	5.231974	8.6761875	12.152032	9.604229	10.922733	4.2726665	9.561633	11.893838	-10.581066	0.9069523
SRR11006661	5.862664	3.7146742	6.0939603	5.5781612	10.500273	5.4536147	13.744321	5.153124	12.207463	9.379054	-10.567226	2.4659634
SRR11006662	6.031969	2.8807962	6.3051567	6.3966603	10.403466	4.9321556	12.263919	5.031772	11.352878	10.479521	17.46519	5.2046924
SRR11006663	6.369554	3.2146432	6.2351384	6.4229794	10.874765	5.0936193	13.202651	6.1382513	11.543305	10.399944	-11.020045	1.2841337
SRR11006664	5.823717	3.5381355	6.679238	5.6730447	10.281077	4.498453	12.413111	5.034414	11.693773	9.4533205	17.46519	5.2046924
SRR11006665	6.219811	3.2430584	6.33364	4.9373684	10.9091835	4.976379	13.154711	5.7268133	11.582211	10.247191	17.46519	5.2046924
SRR11006666	6.1864424	3.2131906	6.1746473	6.224462	10.65836	4.755787	13.433517	5.825183	11.880154	9.18341	17.46519	5.2046924
SRR11006667	6.287178	3.8477395	6.3713565	6.485871	10.284299	5.1512613	10.06475	5.6699443	11.593809	10.262771	-10.206885	1.9785024
SRR11006668	6.4176984	3.3383229	6.2316265	6.379653	10.949305	5.1131377	13.509117	5.6839623	10.754687	8.289857	-9.016203	3.0801034
SRR11006669	5.9452705	3.3462844	6.371135	5.3180375	10.817415	4.369764	13.741761	5.533601	11.480897	9.501735	-7.837303	-0.65246016
SRR11006670	6.091318	3.060158	6.3277984	6.4923825	10.367699	4.8046837	12.342607	5.125214	11.539869	9.093102	17.46519	5.2046924
SRR11006671	2.5024004	2.9728768	5.29428	8.780188	10.844829	9.021516	10.59341	4.653665	9.519999	11.909733	-10.531812	0.85725516
SRR11006672	5.5528884	3.6920562	6.392508	4.9818397	10.149041	5.686037	13.576299	5.715832	12.233025	9.271243	-7.837303	-0.65246016
SRR11006673	6.5783057	3.5036285	6.754959	5.0710497	10.721839	5.3021717	10.005564	5.7476144	11.451431	9.038408	-9.086336	3.0450876
SRR11006674	6.571783	3.6182706	6.6829467	5.0574236	10.539382	5.345781	10.004697	5.7366157	11.435579	9.069836	-9.086336	3.0450876
SRR11006675	6.403119	3.2344086	6.3430767	5.0952535	10.071226	5.211216	13.681309	6.112839	11.467477	10.457327	-10.560192	1.8346913
SRR11006676	5.835195	3.1546946	6.5218716	5.1093206	10.228296	4.9706607	9.942288	5.6853724	11.306024	10.118004	-10.042615	2.6968493
SRR11006677	6.0106397	3.1713653	6.4677634	5.050833	10.36678	5.0160594	13.099579	6.1796656	11.445508	10.358908	-10.042615	2.6968493
SRR11006678	5.190786	3.7312868	7.093527	5.347359	10.163187	5.7154484	11.526029	4.9810166	11.424483	9.663514	-8.959076	3.0482597
SRR11006679	6.3703575	3.668202	6.162476	6.1778927	10.705188	4.991932	10.015755	5.836261	12.200075	9.260861	-9.402375	3.0465896
SRR11006680	6.497535	3.0531445	6.3682466	6.142346	10.919248	5.1015234	13.926789	5.819086	11.544961	8.929247	-11.7674055	1.0028037
SRR11006681	6.4886637	3.4676125	6.3801622	6.157591	9.216555	7.9125834	13.598068	5.9501605	11.502768	9.23403	-10.670133	0.9936721
SRR11006682	2.5210583	3.0051758	5.6246114	8.925576	10.742012	9.005429	10.559378	4.713538	9.477263	11.905562	-10.531812	0.85725516
SRR11006683	6.447342	3.7980711	6.296745	6.3590083	9.965763	4.6569724	9.532356	7.0425286	10.577666	9.988166	-9.571923	2.385992
SRR11006684	6.527593	3.8068964	6.271612	6.3581147	9.997426	4.5961146	9.919447	5.860272	10.591584	9.972988	-9.571923	2.385992
SRR11006685	6.2779565	3.3015947	6.262218	6.446214	9.9557295	4.506496	13.372206	5.500181	11.282923	9.414205	-10.692793	0.90189976
SRR11006686	12.659267	4.236558	9.884744	-0.6303331	7.6710525	6.6522474	13.883791	10.690525	9.946135	6.114496	-10.573277	1.5818244
SRR11006687	12.711085	4.264047	10.081203	-0.649717	7.4019513	6.3945823	13.764269	10.662357	9.862989	6.328329	-10.573277	1.5818244
SRR11006689	12.383956	4.334422	9.252042	1.2316304	7.657617	6.1116924	12.799465	10.40841	9.563917	6.9249234	-10.281181	2.115893
SRR11006690	13.106151	5.806481	9.301708	-0.18915763	9.344819	5.1572104	13.283534	10.941134	10.230835	4.34499	-11.672343	0.9924335
SRR11006691	11.405746	5.532755	9.469192	0.4779891	6.3506217	5.050967	11.683714	9.868153	10.753367	8.236143	-10.573277	1.5818244
SRR11006692	12.401398	5.6675186	9.841789	0.91562325	9.357757	7.9772944	13.180761	10.942253	8.469116	5.464275	-11.204712	0.012661443
SRR11006693	2.6457808	2.6421947	5.299385	8.763666	9.750901	9.006949	11.158847	4.5475802	9.599095	11.882223	-10.608695	1.018888
SRR11006694	11.409405	5.526889	9.485799	0.59333247	6.8541136	5.317177	11.339465	9.331721	10.724452	8.2755785	-10.573277	1.5818244
SRR11006695	12.480397	4.089267	10.305172	0.608247	8.491102	5.8545175	13.078407	7.1288013	10.877731	6.6036267	-10.281181	2.115893
SRR11006696	13.600725	5.526726	10.207821	1.126659	8.099989	6.7135954	11.342027	9.245457	9.008913	5.1927695	-14.1930485	1.2107558
SRR11006697	5.956685	4.2663755	11.055733	0.89882106	6.4299	6.9488187	13.472585	4.875334	8.285757	4.9993463	-10.573277	1.5818244
SRR11006698	12.91968	4.155746	9.333341	0.6015682	7.4908414	5.0423455	12.938049	10.754212	10.877865	6.140166	-10.204037	2.299225
SRR11006699	13.140666	4.149019	9.246147	1.1714981	7.101447	6.1011276	13.413148	6.339814	10.416908	5.8832417	-10.17403	2.5468426
SRR11006700	13.07989	4.1736293	9.199554	0.9187425	7.1315727	6.1080804	12.01958	9.162186	10.476945	5.8625283	-10.17403	2.5468426
SRR11006701	12.843765	4.347796	9.420467	0.88491344	7.697991	5.7383127	11.512802	7.8130746	8.989586	6.2369304	-9.6391325	2.085339
SRR11006702	14.109718	4.838461	9.754969	1.0092539	7.0318093	4.89354	13.914254	10.526972	9.171767	5.17566	-10.573277	1.5818244
SRR11006703	13.246066	4.508573	10.761415	1.1346813	8.367975	5.535514	12.6038685	9.783614	8.90765	5.130272	-9.6391325	2.085339
SRR11006704	2.4501069	3.0630288	5.979899	8.6494	10.97746	9.573641	9.551947	6.1615644	9.217719	11.67943	-10.518024	0.8316937
SRR11006705	5.9114676	4.275237	10.877834	1.3375771	7.547886	6.365654	13.491754	4.877178	10.799505	6.547102	-14.258084	1.1137288
SRR11006706	12.667007	4.0794854	9.880984	-0.5945935	8.166193	5.6299872	13.809508	10.604304	10.4676	6.8355036	-9.6391325	2.085339
SRR11006707	-8.646685	-3.645607	-4.246756	5.353563	-7.8663783	7.784581	-7.052071	4.3311944	3.408772	10.741097	-10.698905	1.8343468
SRR11006708	-8.646682	-3.6456053	-4.2467127	5.3535867	-7.866374	7.7845764	-7.0485907	4.3277125	3.4127517	10.745678	-10.686054	1.8278376
SRR11006709	-8.646667	-3.6456106	-4.2466817	5.3535876	-7.86638	7.7845826	-7.0053234	4.284446	3.4090931	10.742205	-10.482383	2.0090828
SRR11006710	-8.646663	-3.6455975	-4.2467303	5.3535604	-7.8663545	7.784587	-7.053609	4.3327546	3.4079382	10.742531	-10.69088	1.4766182
SRR11006711	12.548935	6.1836214	11.099376	1.404403	6.7746882	6.6349435	12.694953	9.261997	10.679575	5.332037	0.3573072	-3.6587281
SRR11006712	12.262903	4.788626	11.547444	1.6070557	8.279083	6.3016224	10.981538	8.487971	9.191424	7.6121817	-1.8535548	-5.9919353
SRR11006713	12.555725	4.9699936	10.511453	0.6253437	8.048751	6.5290613	11.1845045	9.021845	10.671139	5.2880793	-14.1930485	1.2107558
SRR11006714	12.214107	4.8921776	10.4853945	-0.0047654617	6.0762386	5.793215	12.817378	10.830119	9.8099785	6.918671	0.3573072	-3.6587281
SRR11006715	12.233249	6.4574504	11.200248	2.2422762	5.959406	5.9249854	13.614204	10.409129	9.469425	6.0679774	0.3573072	-3.6587281
SRR11006716	12.228295	6.436629	11.200915	2.2536728	6.0039606	5.930018	12.46576	11.215789	9.50168	6.104092	0.3573072	-3.6587281
SRR11006717	5.6861477	4.0545816	6.1544743	6.210312	9.927716	4.6176915	13.254556	4.7475824	11.060522	9.479685	-10.701385	1.968363
SRR11006718	14.337306	5.7772517	11.263431	2.207033	8.870736	7.184213	11.248727	9.046349	10.415497	4.0192866	-1.9531951	-6.0972705
SRR11006719	11.820676	4.9895706	11.0714	1.3927842	9.307911	7.888857	12.380358	10.531602	9.006077	4.927781	-14.1930485	1.2107558
SRR11006720	14.257835	5.78417	11.517291	1.6176296	8.5801115	6.9839993	11.230632	9.1528845	10.419847	4.0547757	-2.045591	-6.262869
SRR11006721	14.265947	5.7169886	11.45873	1.6011585	8.559552	7.009861	11.46157	9.360049	10.413288	4.0574436	-2.045591	-6.262869
SRR11006722	14.294683	5.7508497	11.516558	1.6081449	8.688924	7.0613146	11.241181	8.908858	10.425734	4.03149	-2.045591	-6.262869
SRR11006723	11.857369	5.0628753	10.602576	0.090673216	10.097277	6.3771334	12.739775	10.873022	10.857528	5.228017	-14.1930485	1.2107558
SRR11006724	12.130331	6.169993	10.312132	0.7616829	6.026706	6.041886	11.815696	9.2485	9.672798	5.428413	-14.1930485	1.2107558
SRR11006725	12.376088	6.188827	10.55227	0.32785594	6.176623	6.0420384	11.840034	9.231385	9.355718	4.4372234	0.3573072	-3.6587281
SRR11006726	12.068957	6.123941	11.449551	1.5286272	5.9448433	5.9310718	11.335232	9.314192	10.788812	5.2366214	-14.1930485	1.2107558
SRR11006727	13.342619	4.3841476	9.755838	0.006234889	7.5892167	6.301796	13.86879	10.098397	8.26815	5.0863166	0.3052012	-3.747083
SRR11006728	5.5351715	3.8696387	6.864221	5.160327	9.920264	5.7293863	13.709143	5.560547	10.892287	9.563563	-10.0083885	1.9338887
SRR11006729	12.504958	5.792642	11.323386	0.32209307	6.855225	6.9034114	12.737536	8.881916	8.4660425	4.758751	0.3573072	-3.6587281
SRR11006730	13.640413	4.6277685	9.390486	-0.42410225	7.030812	4.843119	12.412671	10.568139	8.741658	5.186194	-1.9462397	-6.0691314
SRR11006731	13.414227	5.0442886	9.940769	0.15381265	7.810645	6.909983	13.980568	9.958663	10.739023	4.6971445	-2.045591	-6.262869
SRR11006732	12.469464	5.9168463	9.535836	0.12522857	7.7127686	6.917598	12.298198	11.198196	9.305899	4.711959	-1.9531951	-6.0972705
SRR11006733	12.8518095	6.029078	10.591629	-0.64281726	7.001613	7.2727327	12.788468	8.771615	9.882652	6.3714805	-13.3141775	1.09553
SRR11006734	13.01122	5.408611	10.185819	0.07058825	7.011753	6.4784913	12.825411	11.113808	10.546288	4.5502405	-2.0426266	-6.192949
SRR11006735	12.846339	4.6100945	10.5286455	0.5737852	7.9733534	6.377478	13.017322	9.705442	9.805111	6.495552	0.3794875	-3.6902294
SRR11006736	13.8474455	4.9012356	11.350011	-0.30175447	7.651115	5.7272363	13.307821	9.347808	9.359128	5.450496	0.3573072	-3.6587281
SRR11006737	12.878699	6.357633	9.420372	0.3760696	6.876097	6.8249507	12.717383	9.059624	10.008171	6.873621	-13.991647	0.8800113
SRR11006738	13.167564	5.130397	10.466129	-0.10824717	8.616853	6.3661056	12.5970125	8.697336	9.234464	5.442752	-14.1930485	1.2107558
SRR11006739	6.014295	3.9410293	6.865151	4.92676	10.270918	4.34555	13.43372	5.016898	12.297002	9.293127	-11.437715	0.7724621
SRR11006740	13.620678	4.6318374	9.412617	-0.37297538	6.876242	4.8890657	12.688477	11.059325	8.470853	5.4806094	-2.045591	-6.262869
SRR11006741	13.408187	4.726612	10.130089	0.34646383	7.6084647	6.3052845	13.520833	9.519179	9.316086	5.1969576	0.3052012	-3.747083
SRR11006742	13.679539	5.7890506	10.295025	0.04830732	6.847266	5.260097	12.84571	8.850687	10.376013	5.0754457	0.27612796	-3.709709
SRR11006743	12.254331	5.920741	10.213497	1.2071103	7.344528	6.930948	11.393898	8.9207115	8.378758	6.0203424	-13.3152685	1.1410195
SRR11006744	12.745818	5.8246245	10.155056	0.08032386	6.53101	7.117644	12.784627	9.0211315	10.187504	5.6288157	-14.1930485	1.2107558
SRR11006745	12.450636	4.8754616	9.868416	-0.15216884	8.216497	6.327934	11.712942	9.758326	10.113813	5.6491375	0.3573072	-3.6587281
SRR11006746	13.199357	5.4372826	10.299191	0.557182	8.521686	6.407876	12.945109	8.857332	9.30755	5.3232546	-2.045591	-6.262869
SRR11006747	12.433668	4.8292794	9.996592	0.6264263	6.53998	5.5233183	11.942444	9.798396	9.148647	4.777128	-2.045591	-6.262869
SRR11006748	12.758307	5.699033	9.780645	-0.22978394	6.92666	6.809772	12.598661	8.854465	9.348756	6.577159	-9.543355	2.9653924
SRR11006749	12.23757	5.371192	11.285528	1.6706316	9.499851	8.043996	13.762131	9.530693	9.266497	5.427948	0.3573072	-3.6587281
SRR11006750	6.0330324	3.7451508	6.3667026	6.7283406	10.107818	4.9639363	13.474325	6.1461363	11.894729	9.257607	-10.249215	2.5310445
SRR11006751	12.076418	5.822956	11.282708	2.1405132	8.97525	8.0999155	12.74422	11.175653	10.429916	5.603932	0.4261689	-3.9889822
SRR11006752	12.503919	6.304771	11.730259	0.6971873	8.941478	7.8857365	12.874354	9.336788	8.718276	7.0237026	0.5618269	-3.973065
SRR11006753	11.783309	5.601656	11.229282	1.6714457	9.103109	8.373815	10.697667	4.6624513	10.725666	8.189984	-1.9183466	-6.1132693
SRR11006754	12.463571	5.28061	11.2223625	2.2331247	7.7257786	6.939294	13.100475	9.799348	9.665014	6.7760763	0.2988613	-3.5782356
SRR11006755	12.198691	4.858193	11.424141	1.442787	9.185713	7.1774025	10.9344425	5.5881605	9.068876	7.6216044	-9.116202	2.1481333
SRR11006756	11.934884	5.595397	10.434415	1.4386955	9.512492	8.096545	13.263649	9.590449	9.114243	7.6166754	-14.1930485	1.2107558
SRR11006757	11.871189	5.2601323	10.925556	2.3292313	8.523587	7.7786646	11.4303055	8.903537	8.727055	7.1645384	-2.045591	-6.262869
SRR11006758	11.845547	5.2671547	11.348293	-0.4214394	9.197429	7.940575	11.740572	4.9400826	8.9034195	7.6046405	-2.045591	-6.262869
SRR11006759	11.828374	5.6830215	10.690954	0.6424053	9.587289	8.215228	11.73965	6.769685	8.726836	9.187557	0.3573072	-3.6587281
SRR11006760	12.974273	5.1452456	10.785793	0.9143176	6.919622	5.599146	12.93249	10.846101	9.626898	4.371172	-14.238666	1.1501577
SRR11006762	12.362463	5.2410426	11.260644	0.8738608	9.248537	7.8076673	12.884354	10.154914	9.121457	7.5687437	-14.050689	0.9203534
SRR11006763	12.359756	5.500072	11.087967	2.2403538	10.155402	7.9565086	12.38628	9.925506	8.284964	5.181522	0.3573072	-3.6587281
SRR11006765	12.116272	5.6944766	11.493565	1.591659	8.554324	7.902849	13.294979	10.370819	10.435554	5.6086206	0.4261689	-3.9889822
SRR11006766	12.127946	5.7256083	10.378921	-0.03726398	8.055721	7.6149516	13.171366	9.721175	8.768944	7.5454655	0.3735484	-3.9712098
SRR11006767	12.360282	4.7322416	10.96963	0.049419843	8.324581	6.5021377	13.106107	9.727667	9.861539	6.9055424	-9.116202	2.1481333
SRR11006768	12.551388	6.249355	10.821001	1.774912	7.7238855	7.1262345	10.917158	4.9703474	9.726055	7.195303	0.3735484	-3.9712098
SRR11006769	11.896098	5.456222	11.504934	1.5903434	11.88677	9.7171335	12.638861	9.923795	8.9106	7.741708	-2.045591	-6.262869
SRR11006770	12.749907	5.5008907	11.034484	1.6400715	9.027666	8.119001	10.742101	6.4843125	9.592963	7.329704	-1.889596	-6.0802183
SRR11006771	12.212358	6.112462	10.402437	0.23103042	6.8464966	5.588527	12.3547535	11.222257	10.440649	5.07727	0.5618269	-3.973065
SRR11006772	5.9942217	3.585813	6.790201	5.545406	10.794065	4.7990737	13.687096	5.2560368	11.6436615	9.105982	-9.896124	2.0909631
SRR11006773	13.376695	5.6589	9.82049	0.018210832	7.01488	6.9878197	12.6550455	9.735343	10.962621	5.8394	-11.150478	1.3327498
SRR11006774	12.542433	4.9916506	9.77616	0.7454288	8.102047	6.1437087	12.766824	8.838975	9.266577	5.347981	-13.777311	1.2023891
SRR11006775	13.615236	5.7683206	9.529184	0.07261789	6.8973002	5.2085342	12.852545	8.749742	9.938087	6.8345747	-2.045591	-6.262869
SRR11006776	12.886165	5.718167	10.84687	0.44692054	6.762206	7.06808	12.774769	8.897347	9.452023	5.331178	0.3573072	-3.6587281
SRR11006777	13.025844	5.6877866	10.970166	1.0196115	8.789603	6.26168	10.118262	7.744962	10.810331	4.6092916	-14.380974	1.1654885
SRR11006778	14.053049	5.072935	10.027468	0.43349987	6.6287017	5.610847	13.609462	10.925289	10.050349	5.4740386	-13.622829	0.7115943
SRR11006779	12.221688	4.639404	10.007819	0.19009721	8.024966	6.0219707	13.551391	10.285314	9.636749	7.206061	-14.1930485	1.2107558
SRR11006780	12.82858	5.146994	9.197099	1.3146641	7.89856	5.904178	12.708702	9.206922	8.600696	5.0150557	-2.045591	-6.262869
SRR11006781	13.371991	4.4840865	10.904726	-0.4306499	9.142609	7.5407557	13.814636	9.560583	8.665374	5.136443	-1.9494686	-6.0288386
SRR11006782	13.346739	4.54034	10.324615	0.53652644	8.04698	6.2484303	13.797956	10.287973	10.83233	4.9360504	-2.045591	-6.262869
SRR11006783	6.4478526	3.815462	6.7148757	5.1144257	10.36416	4.3150563	9.9401245	5.68596	11.485914	9.572043	17.469427	5.2004914
SRR11006784	12.963085	5.386326	10.166072	0.99700695	7.310047	7.3063984	11.89244	9.736186	9.78209	5.0475264	-14.238666	1.1501577
SRR11006785	13.286612	5.3551197	9.494271	-0.069336355	6.42417	6.379704	13.574548	9.014085	9.991435	4.7120423	-13.682	0.6288688
SRR11006786	5.699603	3.564768	6.684426	5.1193995	9.936086	4.6018424	13.713445	5.992727	10.739485	9.388485	-8.061266	-0.5591806
SRR11006787	13.226728	6.557365	9.520409	1.870546	8.259604	5.8333473	13.328776	8.970299	9.95897	6.8133483	-5.092942	4.0657945
SRR11006788	12.693283	5.8696017	8.946407	1.7131166	10.245493	8.869368	14.212241	9.091292	8.353451	4.9958014	-10.303856	2.3382242
SRR11006789	6.2407866	3.545824	6.2655334	5.2826324	10.318243	4.6906433	13.440564	5.569083	11.559667	9.006395	-9.682661	2.1051247
SRR11006791	13.549769	6.3017306	9.159086	1.860188	8.364981	7.9122105	13.689258	9.638176	10.885517	4.6113524	-5.092942	4.0657945
SRR11006792	14.133247	6.254187	10.196879	1.2536025	6.5862927	4.9169507	13.8020525	5.154671	9.951441	5.8691053	-5.092942	4.0657945
SRR11006794	14.232576	6.442319	10.298047	0.603248	6.5418205	4.835832	14.2406025	8.966254	10.255584	5.0798025	-10.153482	1.6957157
SRR11006795	12.737491	6.4743533	8.855396	1.5176586	8.937616	8.019809	9.8728695	7.669979	8.453692	4.7734227	-5.092942	4.0657945
SRR11006796	14.23921	6.2657213	9.116069	2.2298691	6.0363946	5.138628	13.005494	9.672669	10.526224	5.1276126	-5.092942	4.0657945
SRR11006797	13.833748	6.578794	9.502695	1.6337569	7.9983	5.341491	14.102249	8.834513	9.862825	4.3695025	-10.153482	1.6957157
SRR11006798	14.452574	6.2724442	9.473298	0.50413406	6.4066973	6.854628	13.066837	9.871181	9.015367	5.9360514	-5.092942	4.0657945
SRR11006799	13.482171	6.4474726	9.3598385	2.2107508	7.7426686	7.792721	13.591214	9.780911	10.186702	7.165882	-5.092942	4.0657945
SRR11006800	5.8475986	2.959828	6.10749	5.3223124	10.560507	4.5234604	11.669011	4.872506	11.490138	9.719401	-9.664657	2.202064
SRR11006801	14.152709	6.2995167	8.996412	1.663105	7.008679	5.91952	14.204565	9.084461	10.885505	7.778973	-5.026403	4.0257497
SRR11006802	14.398771	6.3406463	10.109288	0.7520655	5.9238544	5.55757	11.878614	9.046833	9.116696	6.507009	-10.153482	1.6957157
SRR11006803	14.251572	6.3786407	8.957407	1.4810135	5.9456635	5.2405286	14.2333	9.027305	10.747057	6.569287	-5.092942	4.0657945
SRR11006804	13.654976	6.081886	9.185765	1.3829199	6.522433	6.4609303	12.427911	6.261797	9.914789	4.3131747	-5.177074	4.1612554
SRR11006805	13.8258095	6.194857	8.6989565	1.6205101	6.1856494	5.091502	13.464321	9.016387	10.017744	4.5556417	-5.216122	4.120754
SRR11006806	14.348184	6.3493094	9.26288	1.69574	6.017108	4.8654785	11.867272	8.054203	9.623148	7.8229585	-5.1502786	4.167514
SRR11006807	14.493681	5.837607	8.819766	1.5507269	6.4305663	4.877029	13.216192	9.028583	8.445356	5.66019	-5.092942	4.0657945
SRR11006808	14.282614	5.242809	9.12262	1.4231142	6.5030355	4.823973	11.847338	9.153257	10.900396	5.873426	-5.0644555	4.028939
SRR11006809	13.720055	6.1206307	8.808295	1.6152391	6.5192995	6.842293	11.98785	8.536905	9.974693	4.396914	-5.178163	4.171487
SRR11006810	14.04393	6.4801846	8.895802	1.422188	6.053444	4.8696027	13.252564	8.197861	10.754104	6.7803435	-4.972952	3.9114485
SRR11006812	14.470084	6.191033	9.009598	1.5275818	6.252212	4.9128923	11.658952	8.983947	8.952392	5.8195653	-5.092942	4.0657945
SRR11006813	12.9081135	6.028949	9.155488	1.5357796	7.7327924	7.4939933	14.103312	8.721536	9.222263	5.725454	-10.199094	2.6819978
SRR11006814	14.507607	6.1215205	8.98899	1.5338026	6.4455366	4.84584	11.663077	8.9673195	9.101451	5.7571855	-5.092942	4.0657945
SRR11006815	13.946407	5.5565834	8.870698	1.5001284	6.0901155	4.9206266	10.260577	5.953269	8.665225	5.0772758	-10.223245	2.6573584
SRR11006816	14.276262	6.4101877	8.705394	1.7298195	7.7295165	5.674186	14.223584	9.046859	9.687858	7.88397	-5.276493	4.182027
SRR11006817	14.471805	6.1533575	9.279384	2.0021915	6.3301883	4.929841	14.14041	9.041208	9.15623	5.7372684	-5.092942	4.0657945
SRR11006818	13.779719	5.546571	8.900856	1.8454272	6.154563	5.1231923	11.520086	7.945572	10.756738	4.90569	-5.2689676	4.146031
SRR11006819	13.882889	6.5550637	8.893923	1.4869269	7.069047	5.9328485	14.12826	8.618447	8.797695	6.5294886	-5.092942	4.0657945
SRR11006820	13.176214	6.2466416	9.073019	1.6507201	6.478156	7.0258217	13.360746	10.2180805	10.237356	5.7764673	-5.092942	4.0657945
SRR11006821	13.148297	6.255699	9.160663	2.224833	6.2638454	7.0921693	13.660528	10.514399	9.650846	5.9876547	-5.092942	4.0657945
SRR11006822	5.654176	4.0208654	6.6893797	5.321862	10.258212	5.6932826	13.258186	4.8027377	11.905866	9.359999	-9.266406	1.980636
SRR11006824	13.127016	6.6771894	9.032036	2.0275235	6.1983213	7.0731215	12.980091	10.619366	10.324242	7.3666	-5.239096	4.2230206
SRR11006825	13.35219	6.5747924	9.402377	1.9290919	6.464809	4.965265	13.573461	7.8532495	10.1282	7.062634	-5.1138244	4.1735096
SRR11006826	13.341988	6.791243	9.985698	1.6407019	6.1544604	7.027355	12.263423	11.193422	10.545408	6.053449	-5.276493	4.182027
SRR11006827	13.825125	6.3449225	9.132361	1.5071052	6.1845484	5.4505973	13.478655	7.771478	9.501411	4.781907	-5.092942	4.0657945
SRR11006828	13.789826	6.4967337	9.459444	1.5096543	6.4313655	6.2880273	13.663017	6.0838656	10.070232	5.0910783	-5.092942	4.0657945
SRR11006829	14.127114	4.578071	9.031873	2.028234	6.05688	4.9156632	13.301902	9.129272	9.673709	4.8882675	-5.092942	4.0657945
SRR11006830	13.2111635	6.6647744	10.45002	1.1240429	6.525447	6.939671	13.4620695	8.452211	10.674981	8.033697	-5.092942	4.0657945
SRR11006831	13.96285	6.4249744	9.128989	2.2600687	6.199203	6.2670784	14.189532	9.02197	10.496405	6.599054	-5.092942	4.0657945
SRR11006832	13.218129	6.6258135	9.204467	0.40273488	6.1620793	6.9940734	13.725569	8.510858	10.35998	6.124245	-5.182039	4.1203256
SRR11006833	5.4975142	4.1039443	6.545236	5.8104916	10.445096	5.846383	13.397944	7.0652966	11.840043	9.486772	-9.525386	2.9898012
SRR11006834	14.150106	4.5391498	9.091024	2.0561278	6.060358	4.9170628	13.181319	10.358514	9.62962	4.933578	-5.0492635	4.064588
SRR11006835	3.5586383	3.2435067	5.1527734	10.377874	10.390477	7.9810233	10.422167	5.965205	8.938036	10.903035	-10.868599	0.37236634
SRR11006836	4.286255	3.2477803	5.153821	10.475234	10.468045	7.822746	12.271937	5.9692926	8.936453	8.505001	-11.255169	-0.36629537
SRR11006837	4.24392	3.2151237	5.20845	10.380969	10.571245	8.725019	12.180501	6.204254	11.391567	9.638902	-10.868599	0.37236634
SRR11006838	3.949242	3.2364776	5.176421	10.561839	10.380725	8.580593	12.462488	5.129978	11.064413	10.139059	-14.380974	1.1654885
SRR11006839	3.9856253	3.2039976	4.6387596	10.461044	10.1295595	8.286996	10.373404	5.916857	8.327458	9.753809	-10.868599	0.37236634
SRR11006840	3.9783235	3.1602936	5.14667	10.420577	10.415243	8.436111	10.505072	4.9484296	8.093117	9.656999	-14.380974	1.1654885
SRR11006841	3.580597	3.5933158	4.4979258	10.761628	10.648219	8.764236	9.884537	5.5013704	9.011974	8.374909	-9.466805	-0.4718057
SRR11006842	4.0416374	3.2443058	5.248179	10.451003	9.882011	8.192318	12.291048	5.9248414	8.15984	9.904555	-13.562847	1.1836029
SRR11006843	4.139125	3.1352909	5.108224	10.417218	10.545762	8.70353	9.919098	5.682509	8.15741	9.6296	-11.479099	-0.42334843
SRR11006844	5.734812	3.10081	6.503791	5.5266085	10.301537	5.2653794	12.231641	5.259996	11.513938	9.666143	-9.234327	2.0278387
SRR11006845	2.4712877	3.0698206	5.9524364	8.62063	11.008781	9.609523	9.578251	6.15273	9.217719	11.67943	-10.518024	0.8316937
SRR11006847	4.2707434	3.2761726	5.1999464	10.404009	10.453662	7.9358854	12.486347	5.9651146	8.399483	10.560714	-10.868599	0.37236634
