	All non-resistance exons_X	All non-resistance exons_Y	All countries, resistance exons_X	All countries, resistance exons_Y	chromosome 1, non-resistance exons_X	chromosome 1, non-resistance exons_Y	chromosome 2, non-resistance exons_X	chromosome 2, non-resistance exons_Y	chromosome 3, non-resistance exons_X	chromosome 3, non-resistance exons_Y	cox1 gene_X	cox1 gene_Y
SRR11006652	10.10267	4.5789943	10.310473	7.3267365	9.469657	4.660355	15.523757	4.515883	5.0952406	12.509986	12.145556	6.4602737
SRR11006653	10.253442	4.9138517	10.471798	7.6876235	9.198906	5.1608343	16.921762	4.433486	6.081322	12.461236	-18.619236	-2.811616
SRR11006654	9.99119	4.7645698	10.652088	8.70238	9.313559	5.0855384	16.940592	4.5727015	6.0954523	13.124829	12.145556	6.4602737
SRR11006655	10.439329	5.4401793	10.289441	8.3976755	8.9574375	5.4265995	17.080128	4.4618225	4.8612638	12.378079	-17.129753	-1.9807131
SRR11006656	9.919446	5.007021	10.060189	7.561179	9.162497	4.809221	17.127497	4.810144	6.006924	12.785616	-16.795042	-3.7695882
SRR11006657	10.530588	4.400203	10.53009	7.5013366	10.127887	5.8022738	17.035412	4.8082848	5.457149	12.9964285	-16.922054	-3.736793
SRR11006658	10.394652	4.3420286	10.173565	8.071532	9.89398	5.4140034	16.492186	3.9089663	5.3367114	13.034714	-17.063848	-1.8232381
SRR11006659	9.886878	5.002597	9.843176	7.631954	9.062463	4.7167497	16.784357	4.753334	5.1441417	12.453967	-18.62131	-2.5051017
SRR11006660	13.249229	2.3106954	12.532293	12.260871	11.925824	9.69238	14.464623	4.6098523	2.6875207	11.555723	-17.01894	-4.267698
SRR11006661	10.135257	4.5972238	10.483131	7.94052	9.620175	5.3649974	16.789873	4.196532	5.946749	13.262783	-16.939474	-3.4336717
SRR11006662	10.3150625	5.0309243	10.814393	8.820469	9.741467	5.398064	15.631985	4.6828914	4.9045377	12.545386	12.145556	6.4602737
SRR11006663	10.37029	5.354809	10.50179	8.595485	9.021149	5.3540435	16.874727	5.116342	5.007414	12.511833	-17.70826	-4.0786085
SRR11006664	9.938373	4.742599	10.636503	7.8450284	9.454518	5.1483274	15.891877	4.4363527	5.7864056	13.197892	12.145556	6.4602737
SRR11006665	10.302633	5.088497	9.777929	7.6506395	9.010587	5.350306	16.840815	4.8479533	5.104751	12.4846115	12.145556	6.4602737
SRR11006666	10.356073	4.961387	10.5934925	8.522929	9.106029	5.2547665	16.894094	4.672178	6.0833726	12.857905	12.145556	6.4602737
SRR11006667	9.911694	4.9596357	10.743562	8.76788	9.788396	5.4652796	14.278282	6.4365287	5.1581497	12.493873	-16.861647	-3.5942578
SRR11006668	10.411735	5.111637	10.517779	8.5970955	8.913782	5.3560414	17.08273	4.596434	6.4782524	11.42315	-17.106894	-1.6675713
SRR11006669	10.003836	4.7256565	10.070171	7.8925157	9.003029	4.9996395	17.01905	4.3293962	5.3655295	12.869318	-14.954531	-2.5707936
SRR11006670	10.338618	4.917172	10.697411	8.808743	9.664867	4.626741	15.749117	4.6958323	5.849907	12.479596	12.145556	6.4602737
SRR11006671	12.88243	2.567506	12.501123	11.623887	11.081404	8.58979	14.176003	5.3486423	3.0966082	11.609636	-16.98896	-4.3176246
SRR11006672	10.578324	4.487542	9.788121	7.7059317	10.125501	5.722674	17.119606	4.583129	6.0905356	13.180234	-14.954531	-2.5707936
SRR11006673	10.089029	5.397308	10.0729265	7.1579814	9.106047	5.4291935	14.677853	6.285965	5.9594812	12.460049	-17.167133	-1.6548414
SRR11006674	10.0167675	5.322925	10.060402	7.2227793	9.590907	5.4868445	14.664053	6.301118	5.936256	12.463954	-17.167133	-1.6548414
SRR11006675	10.41215	5.1819143	9.763298	7.665884	9.861679	5.4215527	17.2402	4.8378897	4.963833	12.495818	-17.026173	-3.252831
SRR11006676	10.314703	5.1014347	9.9750595	7.4883204	9.619108	5.066699	14.790652	6.2221847	5.00524	12.740328	-17.938683	-3.0395758
SRR11006677	10.317414	5.221267	9.872444	7.528688	9.535087	5.076056	16.76057	5.139491	4.906789	12.541243	-17.938683	-3.0395758
SRR11006678	10.862812	4.2255836	10.6497555	7.4516387	10.07533	5.79787	15.224539	4.8200345	5.2167187	13.048614	-17.106451	-1.7675296
SRR11006679	9.939463	5.10013	10.431766	8.531845	9.202683	5.344043	14.580352	6.3337054	6.090635	13.165584	-17.194592	-1.681672
SRR11006680	10.3288965	5.2577887	10.646296	8.600974	8.938756	5.3716474	16.76189	5.0504055	6.0710034	12.5144	-17.80388	-4.3154793
SRR11006681	10.488813	5.3197856	10.633421	8.498179	10.90061	6.558499	16.999998	4.594959	5.58084	12.540139	-17.294952	-4.1668696
SRR11006682	12.831295	2.5572226	12.633656	11.217071	11.041014	8.492382	14.029257	5.4440594	2.7285738	11.520116	-16.98896	-4.3176246
SRR11006683	9.930737	5.2952785	10.628941	8.762055	9.780056	4.9511166	14.46633	7.2307134	4.9256196	11.86589	-16.71191	-3.310407
SRR11006684	9.939694	5.3813934	10.653197	8.749076	9.741252	4.895403	14.577875	6.345297	4.9901934	11.931724	-16.71191	-3.310407
SRR11006685	10.61077	5.2624993	10.679292	8.686865	9.740808	4.461544	16.948883	4.299305	5.6854186	12.6216755	-14.859929	-2.7107189
SRR11006686	8.844266	12.729334	8.239792	2.510362	12.584212	4.604027	19.252422	8.553541	7.9723845	10.126892	-16.344109	-3.4998767
SRR11006687	8.902881	12.690912	8.683662	2.2118332	12.496935	4.0987735	19.30919	8.597665	7.513535	10.608614	-16.344109	-3.4998767
SRR11006689	10.331217	11.660453	9.566547	3.77484	11.662668	4.5075827	17.061691	5.9656096	7.2840896	10.35508	-17.812988	-3.303033
SRR11006690	9.827615	11.734114	8.893761	3.305395	13.010196	3.8526943	18.70806	8.105669	9.449954	10.001715	-17.71563	-4.148906
SRR11006691	9.948873	10.827064	8.877192	2.6429546	11.843838	2.7738566	17.682604	9.66703	6.5633225	11.348585	-16.344109	-3.4998767
SRR11006692	9.418005	11.382212	9.231166	3.1190581	11.416971	6.6657205	18.93822	8.222733	7.556542	8.349211	-16.09767	-4.5679946
SRR11006693	13.087669	2.764206	12.514753	11.613058	10.7850065	7.6426325	14.671361	4.720577	3.0393002	11.48882	-17.152191	-4.155914
SRR11006694	9.927296	10.740931	8.8646965	2.717851	11.679924	3.2309463	16.91401	8.600311	6.6040416	11.326044	-16.344109	-3.4998767
SRR11006695	10.708293	11.513489	9.451157	2.546449	11.489035	4.836988	17.50428	6.306216	7.819221	10.81855	-17.812988	-3.303033
SRR11006696	9.916066	11.865923	9.764358	2.5445125	13.033443	3.4834216	16.776865	8.72743	7.6696844	8.64586	-18.556282	-6.9447803
SRR11006697	10.809501	4.59721	9.427389	1.4751096	13.337307	4.033476	16.466234	3.9070241	7.973462	8.093325	-16.344109	-3.4998767
SRR11006698	10.618768	12.391314	8.699284	3.01444	11.416108	2.912892	18.917767	8.15693	8.121593	10.604756	-17.952114	-2.9349189
SRR11006699	9.690527	13.252873	9.549108	3.553556	12.36015	3.740652	17.261045	5.2381196	8.462336	9.866724	-17.893272	-2.8490136
SRR11006700	10.152034	12.725536	9.426879	3.4437022	12.3720875	3.8042371	17.427084	9.164805	8.488551	9.939779	-17.893272	-2.8490136
SRR11006701	10.228898	12.019933	8.898985	3.2127805	11.492997	4.215936	16.789757	6.2197356	7.5175233	10.479227	-16.706093	-2.8382034
SRR11006702	9.950411	13.536402	9.240151	3.2001522	11.243288	3.219218	19.375078	9.061755	7.933735	8.912772	-16.344109	-3.4998767
SRR11006703	10.358365	12.512013	10.125652	2.3276856	11.239133	4.369997	18.216906	9.268721	8.028403	8.710589	-16.706093	-2.8382034
SRR11006704	12.810673	2.4088752	12.476988	10.888697	11.027109	8.935346	14.289812	7.0152917	2.8378394	11.458562	-17.053696	-4.2495675
SRR11006705	10.802502	4.589558	10.137426	2.3453357	12.075712	4.491659	16.443232	3.90382	7.9414577	10.6396	-18.996454	-6.8796196
SRR11006706	10.546998	11.568051	8.210581	2.5236595	11.669511	4.7086616	17.94935	7.593507	7.6456704	10.388048	-16.706093	-2.8382034
SRR11006707	-9.340264	5.8522325	-5.660252	0.40734753	-4.5263577	5.3414516	-1.7401353	2.5842826	0.5880544	7.6044526	-17.428846	-3.5434346
SRR11006708	-9.340289	5.8522477	-5.6602645	0.40734467	-4.5267696	5.341477	-1.7512603	2.59541	0.58773094	7.604232	-17.393612	-3.5576003
SRR11006709	-9.340315	5.8522654	-5.660254	0.4073158	-4.5308366	5.3417063	-1.7290232	2.5731277	0.58818334	7.604556	-17.320042	-3.322405
SRR11006710	-9.340321	5.852274	-5.6602373	0.40740585	-4.5269513	5.3414874	-1.7309599	2.5750616	0.5880249	7.6044254	-17.435343	-3.801963
SRR11006711	9.600793	11.613623	9.585708	1.1487421	12.764184	3.596672	18.248083	7.598926	8.902006	9.613164	-6.5404778	-5.321074
SRR11006712	8.701971	12.188481	9.715638	0.7922941	11.941418	4.784631	16.274298	8.443567	6.2723	9.671747	-6.048935	-5.5959864
SRR11006713	9.796804	11.2618475	9.057868	1.2649149	11.499987	4.9078546	16.563782	8.396656	8.7228775	9.547114	-18.556282	-6.9447803
SRR11006714	8.971298	12.860624	8.7623625	1.2195387	12.469604	2.8557785	19.29052	8.113236	7.1524315	10.010328	-6.5404778	-5.321074
SRR11006715	9.491847	11.328863	8.949913	0.73127884	12.553155	2.751636	18.73263	8.980121	9.199003	8.384966	-6.5404778	-5.321074
SRR11006716	9.490519	11.5311575	8.957247	0.710712	12.586153	2.7805617	19.327991	7.60952	9.178235	8.372647	-6.5404778	-5.321074
SRR11006717	10.3962965	4.2847157	10.577247	8.607792	9.708877	4.5133405	16.249874	3.9003878	5.606063	12.420511	-17.369905	-3.4601815
SRR11006718	10.150881	11.156885	8.997155	0.6981688	11.581947	5.5918155	16.616133	8.447834	9.920053	9.721413	-6.1454005	-5.42867
SRR11006719	9.263707	10.951255	9.410307	1.0668995	10.151414	6.984308	18.055368	8.771465	8.1404085	8.720928	-18.556282	-6.9447803
SRR11006720	10.052349	11.249107	9.761594	0.7827133	11.670855	5.072663	16.675467	8.368588	9.898882	9.782413	-5.9397855	-5.6102824
SRR11006721	10.060566	11.227328	9.730168	0.84030825	11.724617	5.0730853	16.841537	8.302621	9.899838	9.80204	-5.9397855	-5.6102824
SRR11006722	10.067886	11.170518	9.726118	0.79387593	11.595183	5.394991	16.634401	8.435954	9.923017	9.790006	-5.9397855	-5.6102824
SRR11006723	9.2759695	11.01179	8.785161	1.1737276	10.415129	5.793031	19.371006	7.909641	8.893104	9.904822	-18.556282	-6.9447803
SRR11006724	9.478982	11.262274	9.290711	1.4219975	12.561198	2.8435233	17.105158	8.275527	8.541409	8.997341	-18.556282	-6.9447803
SRR11006725	9.585092	11.26106	8.874283	1.1066611	12.441378	2.8315303	17.090736	8.213025	8.624927	8.324889	-6.5404778	-5.321074
SRR11006726	9.525824	11.279228	9.527203	0.85001355	12.421279	2.630398	16.821527	8.351362	9.020201	9.893092	-18.556282	-6.9447803
SRR11006727	9.151043	13.118757	8.347888	2.4688683	12.146811	4.057519	18.89238	9.2630415	7.796909	8.196185	-6.625178	-5.479484
SRR11006728	10.666058	4.5133023	10.164054	7.3599286	10.21352	5.840668	16.918674	4.46302	5.4603977	12.233948	-18.163738	-3.3111675
SRR11006729	9.309282	11.618399	9.976128	1.7077781	13.307264	4.0835285	17.856297	8.506308	8.502628	8.112294	-6.5404778	-5.321074
SRR11006730	9.906236	13.3301935	8.96854	2.8375585	11.421872	3.4514446	18.09092	8.802674	7.8054547	8.592559	-6.1694856	-5.682152
SRR11006731	9.298627	12.952792	9.015739	2.5627012	12.5155735	4.388348	19.228123	8.525774	8.514787	10.2190275	-5.9397855	-5.6102824
SRR11006732	9.479203	11.768265	8.41173	2.7134197	12.527745	4.4646883	19.141739	7.462345	8.74674	8.961236	-6.1454005	-5.42867
SRR11006733	9.472311	11.837608	8.510629	1.5025648	13.475082	4.115101	18.06921	8.177013	7.7033696	9.7293215	-18.21884	-6.6544914
SRR11006734	9.786111	12.44778	9.230743	2.4228911	12.439694	3.6831107	19.449213	8.11024	9.349063	10.152413	-6.0887012	-5.5259013
SRR11006735	8.802161	12.875849	9.79505	1.9000776	12.226403	4.4015937	18.549332	8.4122505	7.5533767	9.648568	-6.4857497	-5.5526943
SRR11006736	10.009234	13.266729	8.985265	2.0090218	11.647643	3.9120238	18.44772	8.300044	7.935388	9.243078	-6.5404778	-5.321074
SRR11006737	9.757652	11.531198	8.743818	2.6622076	13.140621	4.5260844	17.862356	8.06679	7.194483	10.133769	-18.878633	-6.994426
SRR11006738	9.572773	12.847492	9.077398	2.2707293	12.421825	4.9523125	17.688087	8.082103	7.8706894	9.08128	-18.556282	-6.9447803
SRR11006739	10.027885	4.5491743	10.00273	7.1233935	9.123572	4.5399494	16.50185	4.035295	6.0492187	13.243107	-16.56239	-3.8427083
SRR11006740	10.187058	12.982696	8.992868	2.8219812	11.492552	3.2835824	19.22912	7.731849	7.7712173	8.545648	-5.9397855	-5.6102824
SRR11006741	9.388261	12.926245	8.391596	2.3933134	12.123888	4.0640535	18.559134	9.254106	8.328407	9.139825	-6.625178	-5.479484
SRR11006742	10.021012	11.756542	9.290632	2.3326724	11.66868	3.2130735	17.571274	8.275421	9.010992	9.76273	-6.6856365	-5.2581534
SRR11006743	9.108172	11.928098	9.739278	2.3930762	13.008037	4.339933	16.712097	8.969241	7.1490827	9.104376	-18.615044	-6.586275
SRR11006744	9.314908	11.59927	8.634378	1.318941	13.441484	4.0589833	17.818981	8.501745	8.570068	9.274938	-18.556282	-6.9447803
SRR11006745	9.024944	12.174618	8.424629	2.4367356	12.027368	4.8694835	17.595423	9.554684	8.290979	9.814422	-6.5404778	-5.321074
SRR11006746	9.630224	12.681988	9.394189	2.5173068	12.214465	5.1162205	17.73882	8.002732	8.006957	9.14638	-5.9397855	-5.6102824
SRR11006747	9.931516	11.55632	9.279055	2.5170314	11.96681	3.1206336	17.630098	8.93587	8.232318	8.749706	-5.9397855	-5.6102824
SRR11006748	9.629225	12.009473	8.235685	2.3189216	13.151994	3.7513885	17.668089	8.467933	7.564274	9.667783	-17.441599	-3.47589
SRR11006749	8.721811	11.892747	9.620977	0.93125683	11.351542	7.031589	18.868975	8.642957	7.9235787	8.967693	-6.5404778	-5.321074
SRR11006750	10.130302	4.855729	10.872473	8.877506	9.643259	5.060395	17.170052	4.907973	5.914682	13.102872	-18.000872	-3.0201766
SRR11006751	9.111685	11.163234	9.011456	0.73552036	11.11405	6.6336718	19.407618	7.8958726	8.611692	9.547423	-15.330272	-4.479982
SRR11006752	8.83921	11.497843	9.258549	1.5242735	11.503056	6.5705338	17.710417	8.380419	6.6642704	9.199537	-6.492996	-5.399244
SRR11006753	8.688726	11.3076515	9.518892	0.8900601	11.039897	6.9035144	14.405692	5.209981	6.718407	11.212166	-6.1061745	-5.613341
SRR11006754	8.753918	11.954755	8.9566145	0.72050864	12.52673	4.63821	18.790592	8.877136	7.1722045	10.1136265	-6.410878	-5.593301
SRR11006755	8.605339	12.301214	9.395209	0.864289	11.811203	5.727999	15.029578	5.8231993	6.251888	9.610074	-17.583206	-2.3673046
SRR11006756	8.632249	11.52447	9.800642	2.2378635	11.346233	7.01351	18.368757	8.657801	6.3292737	9.573467	-18.556282	-6.9447803
SRR11006757	8.838859	11.38573	8.951305	0.83129	11.093817	6.179714	16.729181	8.943214	6.6102657	9.211324	-5.9397855	-5.6102824
SRR11006758	8.676872	11.441853	8.998656	1.8510262	10.956681	6.2608924	15.120609	4.8716683	6.399979	9.350384	-5.9397855	-5.6102824
SRR11006759	8.70801	11.487996	8.941223	1.2620716	10.644058	7.224001	15.930757	7.5952463	4.764498	10.2039795	-6.5404778	-5.321074
SRR11006760	9.508808	12.343538	9.998993	1.947518	12.117403	3.4389496	18.656075	8.670984	9.077851	8.71395	-19.013653	-6.9717875
SRR11006762	8.654144	12.008932	9.714742	1.4710903	11.410409	6.6473646	18.744108	8.731999	6.4019375	9.602242	-18.276163	-7.1443353
SRR11006763	8.779107	11.700824	8.711664	0.9708285	11.452021	7.502916	17.877512	9.200277	7.787809	8.218678	-6.5404778	-5.321074
SRR11006765	9.159023	11.235395	9.772396	0.7915833	11.181377	6.295748	18.753662	9.249763	8.520349	9.557656	-15.330272	-4.479982
SRR11006766	9.111601	11.184499	8.666757	1.1971459	12.361223	5.1645894	18.74694	8.649231	6.4100533	9.437786	-15.982116	-3.8008769
SRR11006767	8.869788	12.313473	9.129964	1.3908066	12.062076	4.871022	18.519691	8.632847	7.3298507	10.083541	-17.583206	-2.3673046
SRR11006768	9.067101	11.792937	9.087745	0.974871	12.985757	4.9843907	14.72858	5.149056	6.889511	9.866415	-15.982116	-3.8008769
SRR11006769	8.624253	11.491344	9.90362	0.9829258	11.655848	9.476795	18.02301	9.085286	6.357061	9.396425	-5.9397855	-5.6102824
SRR11006770	9.070749	12.122495	9.111584	1.0647037	11.339759	6.450029	15.211002	6.843428	6.702891	9.98732	-5.9891686	-5.6648483
SRR11006771	9.710523	11.656663	9.228779	2.2604418	11.8413315	3.353256	19.225376	7.513238	9.095777	9.421133	-6.492996	-5.399244
SRR11006772	10.224228	4.6206455	10.392356	7.405313	9.191464	5.254836	16.87155	4.2188687	5.924122	12.294301	-18.462418	-2.8372624
SRR11006773	9.7393265	12.460301	8.748268	2.5229514	13.248358	3.6650062	18.062338	8.680705	8.997396	10.35385	-15.9912195	-5.3764086
SRR11006774	9.156159	12.574967	8.649408	2.7864301	12.205305	4.4205036	17.783756	8.424585	8.109184	9.147334	-18.660765	-7.1552215
SRR11006775	9.945865	11.911515	8.40167	2.78622	11.70977	3.1814167	17.474281	8.269444	7.261741	9.981277	-5.9397855	-5.6102824
SRR11006776	9.700228	11.879947	9.486603	1.7372987	13.084343	3.7812903	17.842827	8.317115	8.320014	9.303071	-6.5404778	-5.321074
SRR11006777	9.36217	11.629194	9.567341	1.3665019	12.835385	5.1238594	15.297594	7.8575406	9.307011	10.013541	-18.717888	-7.030613
SRR11006778	10.076679	13.385854	8.65247	2.460878	12.084741	3.1022322	19.391708	8.778108	8.676418	10.105121	-18.437517	-7.023913
SRR11006779	8.545137	12.675393	8.790704	2.4083474	11.6611185	4.451195	18.91293	8.702284	6.9750714	10.002933	-18.556282	-6.9447803
SRR11006780	9.511553	13.043563	10.003989	3.2155657	11.647609	4.4551473	18.102854	7.724901	7.829562	8.47698	-5.9397855	-5.6102824
SRR11006781	8.913633	13.106785	8.700439	1.8513736	11.553973	6.3053412	18.893969	8.283258	8.332273	8.52659	-6.007898	-5.748982
SRR11006782	9.103849	13.052752	9.45128	2.5912874	12.190422	4.312476	18.993668	9.299998	9.292052	9.935324	-5.9397855	-5.6102824
SRR11006783	9.696799	5.0051312	10.067443	7.4219666	9.18812	4.657883	14.455578	6.391193	5.6950293	12.970592	12.153812	6.452003
SRR11006784	9.550784	12.216715	9.711051	2.5187604	12.846162	4.404659	17.70121	8.97645	8.955727	9.627244	-19.013653	-6.9717875
SRR11006785	9.590487	12.656477	8.346623	2.8331015	12.999979	3.3002355	17.587486	7.7339735	9.015504	9.209478	-18.462822	-6.7242265
SRR11006786	10.541852	4.5564966	10.010317	7.67654	9.681726	4.5346403	17.23354	4.853365	5.4765625	11.822089	-15.142188	-2.4897914
SRR11006787	10.474139	11.860662	10.199615	3.3449552	12.213089	4.1753654	17.951065	8.010763	7.229748	10.089738	-19.419117	-2.013867
SRR11006788	9.354336	12.350443	10.101571	4.041191	11.482539	8.083154	18.609324	7.2458916	7.9289985	8.251776	-17.440052	-3.3848333
SRR11006789	10.1337	4.6936555	9.966228	7.779091	9.703289	5.2814445	16.790075	4.510196	5.9551044	12.402939	-16.674316	-2.7792304
SRR11006791	10.528762	12.218397	9.730274	3.4905233	11.1857815	6.0744777	19.040909	8.681543	9.386976	9.936767	-19.419117	-2.013867
SRR11006792	10.900221	12.489403	9.667302	2.3120048	11.354696	2.862423	17.437279	4.7467537	7.9588246	10.10009	-19.419117	-2.013867
SRR11006794	10.973344	12.384355	9.380121	2.6087306	11.387959	2.835972	18.572302	7.1944165	8.988993	9.529102	-19.165203	-1.720683
SRR11006795	10.209777	11.589945	10.261388	3.903642	11.238926	6.6649327	15.004752	7.8053923	8.324102	8.070829	-19.419117	-2.013867
SRR11006796	10.866196	12.7488	10.087175	3.6946433	12.031717	2.4743285	18.46816	8.240443	9.294624	9.623919	-19.419117	-2.013867
SRR11006797	10.52319	12.83612	10.242012	3.3318686	11.343206	4.0038395	18.486507	7.1814013	9.660709	9.182209	-19.165203	-1.720683
SRR11006798	10.958525	12.8524065	8.457089	2.6258564	12.974671	3.1480803	18.308304	9.226373	7.439919	9.073645	-19.419117	-2.013867
SRR11006799	10.556899	12.140892	10.102856	3.387098	12.486562	3.978667	19.205294	8.564457	7.0184574	10.414677	-19.419117	-2.013867
SRR11006800	10.497097	4.9465866	10.145746	8.043241	9.296877	5.01459	15.209376	4.767992	5.255899	13.115872	-16.627506	-2.762162
SRR11006801	10.892984	12.381511	10.130718	3.9426923	12.38176	2.5171897	18.596502	7.213264	7.37418	10.912227	-19.526443	-1.8920168
SRR11006802	11.032322	12.711274	9.370513	2.9053671	12.237675	2.586393	17.455912	7.062006	7.4039836	9.352647	-19.165203	-1.720683
SRR11006803	11.035523	12.671592	10.042304	3.8726335	11.898751	2.4924326	18.537626	7.1998587	7.829278	10.71411	-19.419117	-2.013867
SRR11006804	10.465143	12.516365	10.002377	3.2803698	12.685039	2.9364336	16.043154	5.368148	9.586305	9.092622	-19.46553	-2.0030324
SRR11006805	10.80035	12.568793	10.449662	4.0153103	11.760152	2.8026197	18.19232	7.6510286	9.553999	9.122524	-19.573248	-1.9137322
SRR11006806	11.151975	12.565342	10.2624445	3.9564066	11.637122	2.529103	17.022022	7.6552277	6.3734803	10.328844	-19.565159	-1.8102899
SRR11006807	10.673289	13.021692	10.343868	3.8570232	11.648464	2.7338269	18.038054	7.5942554	7.416598	8.680875	-19.419117	-2.013867
SRR11006808	10.43928	13.19021	10.208424	2.873853	11.349085	2.7969863	16.946718	7.847952	8.759668	10.299086	-19.52178	-1.8771876
SRR11006809	10.717714	12.600871	10.384646	3.9279983	13.101905	3.6077094	17.736479	7.7095914	9.610715	9.08312	-19.588005	-1.8817313
SRR11006810	10.947555	12.641507	10.293577	3.6765037	11.65344	2.4879136	17.753048	7.3598423	7.233568	11.327169	-18.969862	-2.3492823
SRR11006812	10.824483	12.982716	10.1544	4.0013165	11.594403	2.497822	16.765478	8.184006	7.440516	8.932918	-19.419117	-2.013867
SRR11006813	10.069033	11.876982	10.255886	3.8907413	13.06306	4.8954196	18.233652	7.042484	7.743052	9.230467	-18.279898	-2.7787318
SRR11006814	10.865047	12.8734665	10.089765	3.8647532	11.444935	2.6817358	16.770287	8.170145	7.5591717	9.121751	-19.419117	-2.013867
SRR11006815	10.462149	12.983659	10.270403	3.7894118	11.688674	2.5163424	17.29091	6.2294803	7.782381	8.262457	-18.263704	-2.7881153
SRR11006816	11.053017	12.179241	10.260789	4.111652	11.371401	4.2920003	18.600447	7.12916	6.419451	10.446494	-19.61074	-1.8426961
SRR11006817	10.812692	12.960205	9.782328	3.83084	11.583127	2.574648	18.631756	7.2686963	7.6202908	9.062281	-19.419117	-2.013867
SRR11006818	10.120919	12.610668	10.231131	4.1028533	11.889533	2.6845508	16.805819	6.259329	9.353049	9.615525	-19.635437	-1.8440617
SRR11006819	10.99435	12.2825985	10.230509	3.7809029	12.162628	2.5106316	18.165165	6.8070216	6.9973135	9.130479	-19.419117	-2.013867
SRR11006820	9.990174	12.301562	9.737798	3.878058	13.282212	4.1286597	19.368624	8.518651	8.390823	10.228391	-19.419117	-2.013867
SRR11006821	10.301085	12.090283	10.05548	3.6212478	13.7533	3.9370687	19.186344	9.25672	8.003193	10.12828	-19.419117	-2.013867
SRR11006822	10.422013	4.322044	10.106344	7.6505737	10.087467	5.6512847	16.185888	4.006818	5.740267	12.828719	-17.485703	-2.5343738
SRR11006824	10.556214	11.783064	9.87415	3.8078241	13.754702	3.8953266	18.882277	8.410304	6.9408946	10.631204	-19.653133	-1.8045444
SRR11006825	10.681784	12.116236	10.053848	3.6015286	11.520896	2.7413332	17.649677	6.688359	7.014864	10.378215	-19.555101	-1.8101664
SRR11006826	10.821307	11.94436	9.410109	1.9891814	13.772359	3.8334057	19.197006	7.482873	8.61524	9.47668	-19.61074	-1.8426961
SRR11006827	10.705274	12.435098	10.118777	3.1421356	12.010307	2.7367861	17.502756	6.5543623	8.873396	8.8003	-19.419117	-2.013867
SRR11006828	10.912453	12.181542	9.601216	3.5555491	13.156099	3.1294267	17.406202	5.107167	8.4817915	9.7122555	-19.419117	-2.013867
SRR11006829	10.314444	13.1187525	9.922517	3.7686796	11.727043	2.386001	18.205921	8.095076	8.950206	8.791546	-19.419117	-2.013867
SRR11006830	10.558416	11.836746	9.805065	2.466147	13.135482	3.6808836	18.119951	7.3594413	6.9597716	11.1189165	-19.419117	-2.013867
SRR11006831	10.818163	12.394944	10.157736	3.420983	12.642038	3.1016035	18.62819	7.261973	7.7278776	10.477066	-19.419117	-2.013867
SRR11006832	10.71496	11.922112	9.325372	3.4922404	13.731379	3.647084	18.631802	7.8857174	8.388729	10.0210285	-19.491343	-1.7744563
SRR11006833	10.7515335	4.2433143	10.558785	7.9981604	9.832682	5.8711214	17.337769	5.9886265	5.6670356	12.81156	-19.0823	-2.2303522
SRR11006834	10.214759	13.390697	9.919496	3.7960045	11.692176	2.4469106	18.603804	8.469618	8.993967	8.833184	-19.456985	-1.9448135
SRR11006835	12.242694	3.4204848	13.2998905	12.986193	11.527368	7.6666794	14.955452	6.4710827	3.5864878	10.463207	-16.23194	-4.9702587
SRR11006836	11.706888	4.013582	13.155551	12.889785	11.592596	7.74045	15.926998	5.301611	4.5768785	10.528415	-15.69376	-5.0333962
SRR11006837	11.705618	4.02188	13.233961	12.9112015	11.075527	8.216429	15.9512825	5.557749	5.244169	12.891414	-16.23194	-4.9702587
SRR11006838	11.962994	3.8721044	13.04952	13.014859	11.11666	7.9241257	15.928583	4.6359053	4.865774	12.952555	-18.717888	-7.030613
SRR11006839	11.890293	3.8912182	13.493382	13.158441	11.302302	7.4705534	15.019006	6.4466267	4.423607	9.713192	-16.23194	-4.9702587
SRR11006840	12.034251	3.7611883	13.245338	12.976494	11.437064	8.273263	14.347774	5.559485	4.3593283	9.732073	-18.717888	-7.030613
SRR11006841	12.231455	3.2725573	13.520017	13.315322	11.364217	8.032811	14.26275	6.220716	5.608327	10.0030775	-15.599742	-4.0162153
SRR11006842	11.950838	3.8277595	13.21372	13.005221	11.186769	7.075641	15.799709	5.085092	4.077186	9.924755	-17.881191	-6.5915375
SRR11006843	11.810659	3.9803789	13.260672	12.958325	11.091287	8.182666	14.603693	6.3573685	4.256439	9.653797	-15.883115	-5.216821
SRR11006844	10.540258	4.885919	10.325893	7.930074	9.864393	5.3206234	15.606377	4.74219	5.394978	13.010632	-17.584423	-2.5866234
SRR11006845	12.760466	2.395212	12.444931	10.824584	11.021629	8.989056	14.263914	7.041382	2.8378394	11.458562	-17.053696	-4.2495675
SRR11006847	11.766971	3.9608293	13.2329855	12.9502125	11.694851	7.6985345	16.086807	5.2000375	3.6828618	9.965464	-16.23194	-4.9702587
SRR11006848	11.795381	4.006175	13.219615	12.888008	11.065577	8.1903305	14.976747	5.7818217	4.2575693	9.674455	-16.117613	-4.812807
SRR11006850	11.760505	3.9595146	13.151479	12.962503	11.051375	8.043472	15.899922	5.6217194	4.3029475	9.712716	-15.820339	-5.1022897
SRR11006851	11.634126	4.0880404	13.217474	12.923524	10.984103	7.8364983	16.103922	5.485573	4.294726	9.763319	-15.759445	-5.2083054
